"   ","RB090_DATE_OUT-RB090_DATE_IN","RB090_ETAG_ID","RB090_LOT_NO","RB090_COMPONENT","RB090_SIZE","RB090_DATE_IN","RB090_IN_QTY","RB090_DATE_OUT","RB090_OUT_QTY","RB090_TICKET_ID","RB090_STOCK_NO","RB090_PROD_LINE","RB090_SLIP_NO"
"89","5.99423611111111","5000003F122003281151C05707100120","N0E19","PH","12","2020/3/28 11:52:25","12","2020/4/3 11:44:07","12","T001468029","PH","LF 01A",""
"90","5.39070601851852","500003BA122006190535414571040075","N0H40","PH","07.5","2020/6/19 5:39:42","12","2020/6/24 15:02:19","12","T001580461","PH","LF ML2",""
"91","5.22840277777778","50001419122006190535414571040095","N0G15","PH","09.5","2020/6/19 5:39:42","12","2020/6/24 11:08:36","12","T001580460","PH","LF ML1",""
"92","5.22840277777778","50001189122006190535414571040095","N0G15","PH","09.5","2020/6/19 5:39:42","12","2020/6/24 11:08:36","12","T001580460","PH","LF ML1",""
"93","8.46628472222222","5000050F122006190612414571040095","N0G15","PH","09.5","2020/6/19 6:18:31","12","2020/6/27 17:29:58","12","T001580460","PH","LF ML1",""
"94","8.59332175925926","500003AE122006190612414571040100","N0G15","PH","10","2020/6/19 6:18:31","12","2020/6/27 20:32:54","12","T001580468","PH","LF ML1",""
"95","8.59332175925926","50000487122006190612414571040100","N0G15","PH","10","2020/6/19 6:18:31","12","2020/6/27 20:32:54","12","T001580468","PH","LF ML1",""
"96","21.0559606481481","50000380122003281317C05707100085","N0E19","PH","08.5","2020/3/28 13:19:12","12","2020/4/18 14:39:47","12","T001468069","PH","LF 01A",""
"97","21.0559606481481","50000CF6122003281317C05707100085","N0E19","PH","08.5","2020/3/28 13:19:12","12","2020/4/18 14:39:47","12","T001468069","PH","LF 01A",""
"98","5.93396990740741","50000F6D122003281317C05707100090","N0E19","PH","09","2020/3/28 13:19:12","12","2020/4/3 11:44:07","12","T001468070","PH","LF 01A",""
"99","5.93396990740741","30001825122003281317C05707100095","N0E19","PH","09.5","2020/3/28 13:19:12","12","2020/4/3 11:44:07","12","T001468034","PH","LF 01A",""
"100","5.93396990740741","50001150122003281317C05707100100","N0E19","PH","10","2020/3/28 13:19:12","12","2020/4/3 11:44:07","12","T001468042","PH","LF 01A",""
"101","5.93396990740741","30002556122003281317C05707100105","N0E19","PH","10.5","2020/3/28 13:19:12","12","2020/4/3 11:44:07","12","T001468032","PH","LF 01A",""
"102","5.93396990740741","30001B1A122003281318C05707100110","N0E19","PH","11","2020/3/28 13:19:12","12","2020/4/3 11:44:07","12","T001468031","PH","LF 01A",""
"103","5.93396990740741","500004CB122003281318C05707100115","N0E19","PH","11.5","2020/3/28 13:19:12","12","2020/4/3 11:44:07","12","T001468030","PH","LF 01A",""
"104","21.0369675925926","50001060122003281345C05707100080","N0E19","PH","08","2020/3/28 13:46:33","12","2020/4/18 14:39:47","12","T001468068","PH","LF 01A",""
"105","21.0369675925926","30001BA9122003281345C05707100095","N0E19","PH","09.5","2020/3/28 13:46:33","12","2020/4/18 14:39:47","12","T001468034","PH","LF 01A",""
"106","5.91497685185185","50000B8B122003281345C05707100130","N0E19","PH","13","2020/3/28 13:46:33","12","2020/4/3 11:44:07","12","T001468035","PH","LF 01A",""
