,RB090_COMPONENT,RB090_DATE_OUT-RB090_DATE_IN
31047,OUTSOLE,23.23805556
41739,OUTSOLE,23.23694444
23742,OUTSOLE,23.23638889
1793,OUTSOLE,23.23527778
31046,OUTSOLE,23.23444444
27694,OUTSOLE,23.23361111
31030,OUTSOLE,23.23083333
31038,OUTSOLE,23.22972222
21552,OUTSOLE,23.22666667
17300,OUTSOLE,23.21833333
17301,OUTSOLE,23.21833333
17302,OUTSOLE,23.21833333
17303,OUTSOLE,23.21833333
31044,OUTSOLE,23.20722222
31040,OUTSOLE,23.2
31042,OUTSOLE,23.2
373,OUTSOLE,23.19527778
374,OUTSOLE,23.19527778
16748,OUTSOLE,23.19361111
16749,OUTSOLE,23.19361111
3076,OUTSOLE,23.18444444
3077,OUTSOLE,23.18444444
31134,OUTSOLE,23.18222222
31159,OUTSOLE,23.17916667
31271,OUTSOLE,23.17583333
31273,OUTSOLE,23.17583333
31133,OUTSOLE,23.17111111
10622,OUTSOLE,23.16861111
11338,OUTSOLE,23.16194444
35482,OUTSOLE,23.14833333
35485,OUTSOLE,23.14833333
33729,OUTSOLE,23.13305556
33730,OUTSOLE,23.13305556
33731,OUTSOLE,23.13305556
33732,OUTSOLE,23.13305556
33733,OUTSOLE,23.13305556
33734,OUTSOLE,23.13305556
33735,OUTSOLE,23.13305556
16178,OUTSOLE,23.12611111
16179,OUTSOLE,23.12611111
16180,OUTSOLE,23.12611111
16181,OUTSOLE,23.12611111
16183,OUTSOLE,23.12611111
16097,OUTSOLE,23.12583333
16099,OUTSOLE,23.12583333
43684,OUTSOLE,23.12555556
43689,OUTSOLE,23.12555556
7659,OUTSOLE,23.12361111
7658,OUTSOLE,23.12166667
41847,OUTSOLE,23.12111111
16190,OUTSOLE,23.12
36131,OUTSOLE,23.11944444
36132,OUTSOLE,23.11944444
36133,OUTSOLE,23.11944444
36135,OUTSOLE,23.11944444
11340,OUTSOLE,23.11833333
11341,OUTSOLE,23.11833333
36134,OUTSOLE,23.11722222
30790,OUTSOLE,23.11361111
21556,OUTSOLE,23.11166667
31124,OUTSOLE,23.10972222
31125,OUTSOLE,23.10972222
31126,OUTSOLE,23.10972222
25980,OUTSOLE,23.09416667
29460,OUTSOLE,23.09
21278,OUTSOLE,23.08722222
21279,OUTSOLE,23.08722222
11339,OUTSOLE,23.08583333
14123,OUTSOLE,23.08194444
24444,OUTSOLE,23.06166667
9609,OUTSOLE,23.05
16143,OUTSOLE,23.04888889
2943,OUTSOLE,23.04833333
13260,OUTSOLE,23.04527778
8425,OUTSOLE,23.035
28790,OUTSOLE,23.02694444
28791,OUTSOLE,23.02694444
28793,OUTSOLE,23.02694444
13259,OUTSOLE,23.02527778
13261,OUTSOLE,23.02527778
11470,OUTSOLE,23.01888889
13966,OUTSOLE,23.01888889
25963,OUTSOLE,23.01611111
25964,OUTSOLE,23.01611111
25965,OUTSOLE,23.01611111
13263,OUTSOLE,23.01166667
41809,OUTSOLE,23.00333333
5077,OUTSOLE,22.99138889
18677,OUTSOLE,22.98416667
34825,OUTSOLE,22.96416667
9668,OUTSOLE,22.95111111
38137,OUTSOLE,22.94388889
25912,OUTSOLE,22.93611111
7454,OUTSOLE,22.93527778
13249,OUTSOLE,22.93138889
13250,OUTSOLE,22.93138889
19395,OUTSOLE,22.92861111
16156,OUTSOLE,22.92722222
13247,OUTSOLE,22.92583333
13248,OUTSOLE,22.92583333
13240,OUTSOLE,22.92277778
18916,OUTSOLE,22.91916667
18925,OUTSOLE,22.91333333
9675,OUTSOLE,22.91
13252,OUTSOLE,22.90944444
13253,OUTSOLE,22.90944444
5887,OUTSOLE,22.90527778
5890,OUTSOLE,22.90527778
26907,OUTSOLE,22.90361111
10251,OUTSOLE,22.8925
10246,OUTSOLE,22.88388889
5492,OUTSOLE,22.84277778
5493,OUTSOLE,22.84277778
5494,OUTSOLE,22.84277778
8955,OUTSOLE,22.83111111
11464,OUTSOLE,22.81277778
8460,OUTSOLE,22.80861111
21611,OUTSOLE,22.79972222
28393,OUTSOLE,22.78861111
8938,OUTSOLE,22.775
8939,OUTSOLE,22.775
18127,OUTSOLE,22.76666667
32552,OUTSOLE,22.76611111
13980,OUTSOLE,22.765
21245,OUTSOLE,22.75944444
13746,OUTSOLE,22.74611111
42528,OUTSOLE,22.74555556
13744,OUTSOLE,22.73777778
13745,OUTSOLE,22.73305556
22820,OUTSOLE,22.72027778
21215,OUTSOLE,22.71777778
7786,OUTSOLE,22.71
21218,OUTSOLE,22.70388889
26955,OUTSOLE,22.69305556
14177,OUTSOLE,22.69083333
22818,OUTSOLE,22.68916667
22821,OUTSOLE,22.68916667
13211,OUTSOLE,22.68055556
26939,OUTSOLE,22.64777778
7877,OUTSOLE,22.64722222
25409,OUTSOLE,22.64444444
10224,OUTSOLE,22.64305556
10227,OUTSOLE,22.64305556
10228,OUTSOLE,22.64305556
24889,OUTSOLE,22.64277778
5499,OUTSOLE,22.64194444
30816,OUTSOLE,22.64194444
3160,OUTSOLE,22.63611111
26621,OUTSOLE,22.63083333
3226,OUTSOLE,22.61916667
24796,OUTSOLE,22.61444444
18938,OUTSOLE,22.61194444
16339,OUTSOLE,22.60833333
24798,OUTSOLE,22.60166667
13214,OUTSOLE,22.58916667
13215,OUTSOLE,22.58916667
13359,OUTSOLE,22.58916667
3237,OUTSOLE,22.58055556
407,OUTSOLE,22.57388889
16728,OUTSOLE,22.57388889
6545,OUTSOLE,22.57027778
32583,OUTSOLE,22.56972222
16340,OUTSOLE,22.56861111
16545,OUTSOLE,22.56083333
6413,OUTSOLE,22.55027778
32360,OUTSOLE,22.53972222
32361,OUTSOLE,22.53972222
22881,OUTSOLE,22.53694444
43495,OUTSOLE,22.5325
43496,OUTSOLE,22.5325
43497,OUTSOLE,22.5325
43498,OUTSOLE,22.5325
43499,OUTSOLE,22.5325
43501,OUTSOLE,22.5325
32590,OUTSOLE,22.53222222
14007,OUTSOLE,22.52444444
14009,OUTSOLE,22.52444444
9727,OUTSOLE,22.52361111
20526,OUTSOLE,22.52083333
21420,OUTSOLE,22.51555556
8929,OUTSOLE,22.51361111
16256,OUTSOLE,22.51083333
16257,OUTSOLE,22.51083333
6632,OUTSOLE,22.49638889
42700,OUTSOLE,22.4825
12400,OUTSOLE,22.47888889
15824,OUTSOLE,22.47527778
38115,OUTSOLE,22.4525
38116,OUTSOLE,22.4525
6821,OUTSOLE,22.45138889
25027,OUTSOLE,22.43472222
25990,OUTSOLE,22.43166667
16847,OUTSOLE,22.42388889
16848,OUTSOLE,22.42388889
3937,OUTSOLE,22.41833333
21101,OUTSOLE,22.41583333
3938,OUTSOLE,22.41388889
16352,OUTSOLE,22.40583333
16353,OUTSOLE,22.40583333
16354,OUTSOLE,22.40583333
16355,OUTSOLE,22.40583333
16356,OUTSOLE,22.40583333
16357,OUTSOLE,22.3975
13472,OUTSOLE,22.39222222
8766,OUTSOLE,22.38666667
11495,OUTSOLE,22.38277778
11497,OUTSOLE,22.38277778
11499,OUTSOLE,22.38277778
36754,OUTSOLE,22.38194444
36755,OUTSOLE,22.38194444
36212,OUTSOLE,22.37583333
43533,OUTSOLE,22.37138889
43534,OUTSOLE,22.37138889
43541,OUTSOLE,22.37138889
36213,OUTSOLE,22.36333333
8437,OUTSOLE,22.36027778
31183,OUTSOLE,22.35388889
3238,OUTSOLE,22.35166667
23966,OUTSOLE,22.35138889
23974,OUTSOLE,22.35138889
12405,OUTSOLE,22.35
14034,OUTSOLE,22.34277778
440,OUTSOLE,22.33888889
29398,OUTSOLE,22.33555556
29399,OUTSOLE,22.33555556
29400,OUTSOLE,22.33555556
29402,OUTSOLE,22.33555556
29405,OUTSOLE,22.33555556
22895,OUTSOLE,22.33111111
22896,OUTSOLE,22.33111111
22742,OUTSOLE,22.32361111
26785,OUTSOLE,22.32361111
12647,OUTSOLE,22.32083333
41925,OUTSOLE,22.32027778
35541,OUTSOLE,22.30722222
35547,OUTSOLE,22.30722222
22897,OUTSOLE,22.30583333
34596,OUTSOLE,22.30472222
22893,OUTSOLE,22.3
22894,OUTSOLE,22.3
11496,OUTSOLE,22.29666667
31272,OUTSOLE,22.295
408,OUTSOLE,22.28944444
11498,OUTSOLE,22.28527778
3053,OUTSOLE,22.28472222
31203,OUTSOLE,22.28361111
18859,OUTSOLE,22.275
18840,OUTSOLE,22.27277778
29326,OUTSOLE,22.26611111
16876,OUTSOLE,22.25611111
19504,OUTSOLE,22.24777778
19505,OUTSOLE,22.24777778
19506,OUTSOLE,22.24777778
19508,OUTSOLE,22.24777778
18845,OUTSOLE,22.24638889
9772,OUTSOLE,22.245
3023,OUTSOLE,22.23416667
3024,OUTSOLE,22.23416667
20582,OUTSOLE,22.23361111
17323,OUTSOLE,22.22472222
9688,OUTSOLE,22.21333333
11502,OUTSOLE,22.21277778
21119,OUTSOLE,22.2125
31205,OUTSOLE,22.20888889
31206,OUTSOLE,22.20888889
43765,OUTSOLE,22.19888889
43768,OUTSOLE,22.19888889
37535,OUTSOLE,22.19555556
37600,OUTSOLE,22.19555556
37601,OUTSOLE,22.19555556
37603,OUTSOLE,22.19555556
37604,OUTSOLE,22.19555556
35556,OUTSOLE,22.18722222
35557,OUTSOLE,22.18722222
24314,OUTSOLE,22.18388889
5484,OUTSOLE,22.17694444
16501,OUTSOLE,22.17527778
6459,OUTSOLE,22.175
6460,OUTSOLE,22.175
3513,OUTSOLE,22.17416667
11505,OUTSOLE,22.16888889
8770,OUTSOLE,22.16555556
18154,OUTSOLE,22.165
18155,OUTSOLE,22.165
8935,OUTSOLE,22.16
8937,OUTSOLE,22.16
8943,OUTSOLE,22.16
8944,OUTSOLE,22.16
8950,OUTSOLE,22.16
1845,OUTSOLE,22.155
1846,OUTSOLE,22.155
43748,OUTSOLE,22.1525
13337,OUTSOLE,22.15222222
12415,OUTSOLE,22.14472222
441,OUTSOLE,22.14388889
12414,OUTSOLE,22.13527778
3857,OUTSOLE,22.13277778
23591,OUTSOLE,22.1325
12210,OUTSOLE,22.12888889
37104,OUTSOLE,22.12583333
22262,OUTSOLE,22.12277778
12213,OUTSOLE,22.11555556
18265,OUTSOLE,22.11083333
18267,OUTSOLE,22.11083333
18268,OUTSOLE,22.11083333
16483,OUTSOLE,22.10277778
36509,OUTSOLE,22.09666667
14701,OUTSOLE,22.09305556
12419,OUTSOLE,22.08833333
7520,OUTSOLE,22.08527778
11501,OUTSOLE,22.08361111
9102,OUTSOLE,22.08111111
20148,OUTSOLE,22.07444444
25279,OUTSOLE,22.0725
25281,OUTSOLE,22.0725
23597,OUTSOLE,22.0675
12416,OUTSOLE,22.06472222
23594,OUTSOLE,22.06361111
5193,OUTSOLE,22.06305556
26963,OUTSOLE,22.06138889
26966,OUTSOLE,22.06138889
26967,OUTSOLE,22.06138889
26968,OUTSOLE,22.06138889
26158,OUTSOLE,22.06083333
12420,OUTSOLE,22.03916667
34507,OUTSOLE,22.03277778
34502,OUTSOLE,22.01611111
34503,OUTSOLE,22.01611111
34506,OUTSOLE,22.01611111
34544,OUTSOLE,22.01611111
17743,OUTSOLE,22.01444444
14283,OUTSOLE,22.01388889
14286,OUTSOLE,22.01388889
31221,OUTSOLE,22.005
17206,OUTSOLE,22.00166667
31604,OUTSOLE,21.98
11520,OUTSOLE,21.97666667
16341,OUTSOLE,21.97555556
26050,OUTSOLE,21.965
2801,OUTSOLE,21.96138889
13552,OUTSOLE,21.9525
35392,OUTSOLE,21.9525
35394,OUTSOLE,21.94777778
40586,OUTSOLE,21.92777778
40587,OUTSOLE,21.92777778
40595,OUTSOLE,21.92777778
20233,OUTSOLE,21.92527778
20503,OUTSOLE,21.92305556
20504,OUTSOLE,21.92305556
20505,OUTSOLE,21.92305556
20506,OUTSOLE,21.92305556
20507,OUTSOLE,21.92305556
25962,OUTSOLE,21.91888889
28611,OUTSOLE,21.91861111
14052,OUTSOLE,21.91833333
42752,OUTSOLE,21.91666667
8473,OUTSOLE,21.91611111
35585,OUTSOLE,21.91277778
35586,OUTSOLE,21.91277778
14154,OUTSOLE,21.90722222
14155,OUTSOLE,21.90722222
18346,OUTSOLE,21.90222222
9781,OUTSOLE,21.9
16570,OUTSOLE,21.89472222
22666,OUTSOLE,21.89416667
20398,OUTSOLE,21.89305556
21616,OUTSOLE,21.89138889
38529,OUTSOLE,21.89111111
13026,OUTSOLE,21.88805556
20234,OUTSOLE,21.88555556
35627,OUTSOLE,21.88555556
20231,OUTSOLE,21.88111111
6817,OUTSOLE,21.87222222
30079,OUTSOLE,21.87
30084,OUTSOLE,21.87
34556,OUTSOLE,21.86694444
34561,OUTSOLE,21.86694444
34562,OUTSOLE,21.86694444
13576,OUTSOLE,21.86638889
22654,OUTSOLE,21.85972222
20939,OUTSOLE,21.85055556
24422,OUTSOLE,21.84583333
5156,OUTSOLE,21.83527778
5157,OUTSOLE,21.83527778
5158,OUTSOLE,21.83527778
5159,OUTSOLE,21.83527778
5168,OUTSOLE,21.83527778
5169,OUTSOLE,21.83527778
12479,OUTSOLE,21.79555556
9654,OUTSOLE,21.79166667
24803,OUTSOLE,21.79027778
25505,OUTSOLE,21.78777778
38896,OUTSOLE,21.78638889
12477,OUTSOLE,21.78611111
26188,OUTSOLE,21.78472222
16412,OUTSOLE,21.78444444
8971,OUTSOLE,21.78333333
8972,OUTSOLE,21.78333333
28773,OUTSOLE,21.77777778
9629,OUTSOLE,21.77388889
9653,OUTSOLE,21.77388889
36266,OUTSOLE,21.76916667
36332,OUTSOLE,21.76916667
5851,OUTSOLE,21.76333333
5852,OUTSOLE,21.76333333
12452,OUTSOLE,21.7625
39519,OUTSOLE,21.75555556
39518,OUTSOLE,21.74666667
36331,OUTSOLE,21.74583333
12931,OUTSOLE,21.745
5474,OUTSOLE,21.74
7946,OUTSOLE,21.73416667
43730,OUTSOLE,21.73083333
38154,OUTSOLE,21.72694444
16659,OUTSOLE,21.72555556
25097,OUTSOLE,21.72527778
25098,OUTSOLE,21.72527778
25099,OUTSOLE,21.72527778
22629,OUTSOLE,21.72305556
22630,OUTSOLE,21.72305556
26209,OUTSOLE,21.72027778
26210,OUTSOLE,21.72027778
16331,OUTSOLE,21.71611111
13400,OUTSOLE,21.71055556
23622,OUTSOLE,21.71055556
22627,OUTSOLE,21.70694444
22628,OUTSOLE,21.70694444
16672,OUTSOLE,21.70583333
16673,OUTSOLE,21.70583333
16674,OUTSOLE,21.70583333
16675,OUTSOLE,21.70583333
16676,OUTSOLE,21.70583333
16677,OUTSOLE,21.70583333
16678,OUTSOLE,21.70583333
16679,OUTSOLE,21.70583333
16680,OUTSOLE,21.70583333
14704,OUTSOLE,21.70472222
28325,OUTSOLE,21.70055556
28326,OUTSOLE,21.70055556
28327,OUTSOLE,21.70055556
28328,OUTSOLE,21.70055556
28329,OUTSOLE,21.70055556
5366,OUTSOLE,21.68944444
13402,OUTSOLE,21.68861111
3305,OUTSOLE,21.67916667
16449,OUTSOLE,21.67555556
3304,OUTSOLE,21.67527778
26320,OUTSOLE,21.675
11117,OUTSOLE,21.67277778
11118,OUTSOLE,21.67277778
13422,OUTSOLE,21.66722222
10100,OUTSOLE,21.66555556
19383,OUTSOLE,21.66194444
22637,OUTSOLE,21.66166667
16338,OUTSOLE,21.66111111
36650,OUTSOLE,21.65527778
13424,OUTSOLE,21.65083333
5838,OUTSOLE,21.64944444
18549,OUTSOLE,21.64055556
15849,OUTSOLE,21.63777778
18548,OUTSOLE,21.63555556
9622,OUTSOLE,21.63388889
32793,OUTSOLE,21.63194444
18551,OUTSOLE,21.63027778
18552,OUTSOLE,21.63027778
28896,OUTSOLE,21.62805556
18482,OUTSOLE,21.62722222
23627,OUTSOLE,21.62444444
13019,OUTSOLE,21.6175
32507,OUTSOLE,21.61583333
23625,OUTSOLE,21.61222222
19347,OUTSOLE,21.61027778
28391,OUTSOLE,21.6075
18536,OUTSOLE,21.60527778
12410,OUTSOLE,21.60472222
18537,OUTSOLE,21.60333333
18534,OUTSOLE,21.6
22286,OUTSOLE,21.5925
18544,OUTSOLE,21.59055556
18543,OUTSOLE,21.58916667
9804,OUTSOLE,21.58694444
18541,OUTSOLE,21.58638889
5759,OUTSOLE,21.58222222
32505,OUTSOLE,21.57222222
32506,OUTSOLE,21.57222222
9815,OUTSOLE,21.56527778
10511,OUTSOLE,21.54805556
16506,OUTSOLE,21.53972222
27520,OUTSOLE,21.53611111
27521,OUTSOLE,21.53611111
12793,OUTSOLE,21.53388889
11536,OUTSOLE,21.53305556
11537,OUTSOLE,21.53305556
36569,OUTSOLE,21.52527778
7366,OUTSOLE,21.5025
3327,OUTSOLE,21.49444444
3328,OUTSOLE,21.49444444
11532,OUTSOLE,21.48944444
31599,OUTSOLE,21.4875
31600,OUTSOLE,21.4875
31608,OUTSOLE,21.4875
31612,OUTSOLE,21.4875
18583,OUTSOLE,21.48277778
16521,OUTSOLE,21.48111111
11533,OUTSOLE,21.47944444
13288,OUTSOLE,21.47111111
22292,OUTSOLE,21.46611111
18118,OUTSOLE,21.46194444
43802,OUTSOLE,21.46111111
18322,OUTSOLE,21.46
11846,OUTSOLE,21.45611111
29401,OUTSOLE,21.45472222
29403,OUTSOLE,21.45472222
29406,OUTSOLE,21.45472222
13483,OUTSOLE,21.45361111
13484,OUTSOLE,21.45361111
13485,OUTSOLE,21.45361111
18116,OUTSOLE,21.45111111
43832,OUTSOLE,21.45055556
43835,OUTSOLE,21.45055556
43836,OUTSOLE,21.45055556
43837,OUTSOLE,21.45055556
43838,OUTSOLE,21.45055556
43839,OUTSOLE,21.45055556
43840,OUTSOLE,21.45055556
6975,OUTSOLE,21.45
30807,OUTSOLE,21.43888889
34821,OUTSOLE,21.43333333
34822,OUTSOLE,21.43333333
34823,OUTSOLE,21.43333333
34829,OUTSOLE,21.43333333
13486,OUTSOLE,21.43166667
13487,OUTSOLE,21.43166667
13488,OUTSOLE,21.43166667
36885,OUTSOLE,21.42972222
36433,OUTSOLE,21.42944444
24890,OUTSOLE,21.42527778
4937,OUTSOLE,21.42472222
3186,OUTSOLE,21.42277778
3187,OUTSOLE,21.42277778
26314,OUTSOLE,21.42111111
4939,OUTSOLE,21.41972222
19342,OUTSOLE,21.40638889
951,OUTSOLE,21.40388889
1738,OUTSOLE,21.40333333
452,OUTSOLE,21.4025
7005,OUTSOLE,21.38888889
7006,OUTSOLE,21.38888889
24645,OUTSOLE,21.38611111
24648,OUTSOLE,21.37888889
1749,OUTSOLE,21.37555556
8004,OUTSOLE,21.36583333
23723,OUTSOLE,21.34472222
37201,OUTSOLE,21.34277778
40371,OUTSOLE,21.34111111
18146,OUTSOLE,21.32444444
36797,OUTSOLE,21.32277778
18618,OUTSOLE,21.32111111
9115,OUTSOLE,21.31666667
40019,OUTSOLE,21.30611111
12795,OUTSOLE,21.29194444
18383,OUTSOLE,21.28444444
22448,OUTSOLE,21.27861111
3091,OUTSOLE,21.27833333
18584,OUTSOLE,21.26666667
21261,OUTSOLE,21.26194444
21262,OUTSOLE,21.26194444
21267,OUTSOLE,21.26194444
18585,OUTSOLE,21.25555556
18586,OUTSOLE,21.25555556
18516,OUTSOLE,21.25444444
19398,OUTSOLE,21.25416667
25292,OUTSOLE,21.24833333
4546,OUTSOLE,21.23888889
4548,OUTSOLE,21.23888889
25374,OUTSOLE,21.23694444
20238,OUTSOLE,21.22833333
30322,OUTSOLE,21.22166667
28879,OUTSOLE,21.20666667
13809,OUTSOLE,21.1975
35416,OUTSOLE,21.19444444
35417,OUTSOLE,21.19444444
35418,OUTSOLE,21.19444444
35419,OUTSOLE,21.19444444
35420,OUTSOLE,21.19444444
35421,OUTSOLE,21.19444444
35422,OUTSOLE,21.19444444
35423,OUTSOLE,21.19444444
24875,OUTSOLE,21.19416667
19780,OUTSOLE,21.17583333
19781,OUTSOLE,21.17583333
36443,OUTSOLE,21.17361111
16155,OUTSOLE,21.17138889
36444,OUTSOLE,21.16944444
1759,OUTSOLE,21.16916667
28166,OUTSOLE,21.15166667
34248,OUTSOLE,21.15
25166,OUTSOLE,21.14722222
18287,OUTSOLE,21.13083333
6527,OUTSOLE,21.12527778
24349,OUTSOLE,21.12111111
24350,OUTSOLE,21.12111111
24351,OUTSOLE,21.12111111
8542,OUTSOLE,21.10666667
42856,OUTSOLE,21.09666667
28441,OUTSOLE,21.09388889
28443,OUTSOLE,21.09388889
8548,OUTSOLE,21.09361111
25406,OUTSOLE,21.08972222
29179,OUTSOLE,21.08333333
15077,OUTSOLE,21.08083333
15090,OUTSOLE,21.08083333
15091,OUTSOLE,21.08083333
3380,OUTSOLE,21.06611111
3381,OUTSOLE,21.06611111
40732,OUTSOLE,21.06555556
23590,OUTSOLE,21.06527778
442,OUTSOLE,21.065
6474,OUTSOLE,21.06222222
42877,OUTSOLE,21.06166667
37344,OUTSOLE,21.05055556
11410,OUTSOLE,21.04583333
446,OUTSOLE,21.045
7898,OUTSOLE,21.03194444
28468,OUTSOLE,21.03138889
28469,OUTSOLE,21.03138889
28470,OUTSOLE,21.03138889
28471,OUTSOLE,21.03138889
28472,OUTSOLE,21.03138889
28477,OUTSOLE,21.03138889
28478,OUTSOLE,21.03138889
7862,OUTSOLE,21.02972222
2942,OUTSOLE,21.02916667
2949,OUTSOLE,21.02916667
12836,OUTSOLE,21.02916667
40782,OUTSOLE,21.02694444
40788,OUTSOLE,21.02694444
43823,OUTSOLE,21.01777778
3442,OUTSOLE,21.01694444
2944,OUTSOLE,21.01583333
2946,OUTSOLE,21.01583333
2951,OUTSOLE,21.01583333
18630,OUTSOLE,21.01527778
5119,OUTSOLE,21.00888889
20232,OUTSOLE,20.99444444
6090,OUTSOLE,20.99222222
13090,OUTSOLE,20.99055556
25219,OUTSOLE,20.98694444
35439,OUTSOLE,20.98277778
11748,OUTSOLE,20.97694444
25093,OUTSOLE,20.97611111
25094,OUTSOLE,20.97611111
22321,OUTSOLE,20.97388889
31073,OUTSOLE,20.97027778
29018,OUTSOLE,20.96833333
19786,OUTSOLE,20.96777778
19787,OUTSOLE,20.96777778
19789,OUTSOLE,20.96777778
19790,OUTSOLE,20.96777778
19791,OUTSOLE,20.96777778
19788,OUTSOLE,20.96333333
35455,OUTSOLE,20.94972222
19412,OUTSOLE,20.94944444
5982,OUTSOLE,20.94361111
19411,OUTSOLE,20.94333333
27894,OUTSOLE,20.93833333
20239,OUTSOLE,20.935
21475,OUTSOLE,20.93361111
21476,OUTSOLE,20.93361111
21477,OUTSOLE,20.93361111
21478,OUTSOLE,20.93361111
21482,OUTSOLE,20.93361111
21483,OUTSOLE,20.93361111
3450,OUTSOLE,20.93277778
3452,OUTSOLE,20.93277778
25405,OUTSOLE,20.9325
3125,OUTSOLE,20.9175
20562,OUTSOLE,20.91555556
28671,OUTSOLE,20.91138889
22322,OUTSOLE,20.90611111
18633,OUTSOLE,20.89972222
35498,OUTSOLE,20.89944444
24799,OUTSOLE,20.89583333
2573,OUTSOLE,20.88694444
31742,OUTSOLE,20.8775
31745,OUTSOLE,20.8775
12893,OUTSOLE,20.87222222
23654,OUTSOLE,20.87111111
20230,OUTSOLE,20.87055556
29735,OUTSOLE,20.85611111
35459,OUTSOLE,20.855
35462,OUTSOLE,20.855
35464,OUTSOLE,20.855
19799,OUTSOLE,20.85444444
20911,OUTSOLE,20.83777778
20235,OUTSOLE,20.83472222
20236,OUTSOLE,20.83027778
34872,OUTSOLE,20.82833333
26830,OUTSOLE,20.82
26831,OUTSOLE,20.82
7368,OUTSOLE,20.81166667
11726,OUTSOLE,20.80583333
3142,OUTSOLE,20.80388889
8571,OUTSOLE,20.79083333
8572,OUTSOLE,20.79083333
17994,OUTSOLE,20.78861111
17996,OUTSOLE,20.78861111
19894,OUTSOLE,20.78611111
20237,OUTSOLE,20.78527778
7892,OUTSOLE,20.78277778
17995,OUTSOLE,20.78166667
17997,OUTSOLE,20.78166667
28687,OUTSOLE,20.7775
28688,OUTSOLE,20.7775
28698,OUTSOLE,20.7775
28699,OUTSOLE,20.7775
19363,OUTSOLE,20.77722222
17999,OUTSOLE,20.77694444
40799,OUTSOLE,20.77611111
5870,OUTSOLE,20.77361111
5871,OUTSOLE,20.77361111
40255,OUTSOLE,20.76611111
40256,OUTSOLE,20.76611111
40105,OUTSOLE,20.76416667
5341,OUTSOLE,20.75944444
27539,OUTSOLE,20.75666667
2528,OUTSOLE,20.75583333
8832,OUTSOLE,20.75305556
25153,OUTSOLE,20.75055556
785,OUTSOLE,20.74833333
27540,OUTSOLE,20.74444444
27541,OUTSOLE,20.74444444
41995,OUTSOLE,20.74027778
27543,OUTSOLE,20.73916667
27544,OUTSOLE,20.73916667
39713,OUTSOLE,20.73666667
29057,OUTSOLE,20.73416667
7016,OUTSOLE,20.73
4946,OUTSOLE,20.7275
20392,OUTSOLE,20.7275
5367,OUTSOLE,20.72722222
5368,OUTSOLE,20.72722222
5369,OUTSOLE,20.72722222
8843,OUTSOLE,20.72527778
20395,OUTSOLE,20.72472222
28923,OUTSOLE,20.72138889
20393,OUTSOLE,20.71805556
20396,OUTSOLE,20.71333333
32689,OUTSOLE,20.71111111
24672,OUTSOLE,20.70916667
10353,OUTSOLE,20.70305556
10360,OUTSOLE,20.70305556
22618,OUTSOLE,20.70111111
22619,OUTSOLE,20.70111111
10352,OUTSOLE,20.69444444
6554,OUTSOLE,20.69277778
6555,OUTSOLE,20.69277778
6557,OUTSOLE,20.69277778
6558,OUTSOLE,20.69277778
7592,OUTSOLE,20.69222222
7593,OUTSOLE,20.69222222
5200,OUTSOLE,20.68722222
27601,OUTSOLE,20.68583333
27600,OUTSOLE,20.68055556
5390,OUTSOLE,20.67638889
5392,OUTSOLE,20.67638889
5393,OUTSOLE,20.67638889
19369,OUTSOLE,20.67055556
20705,OUTSOLE,20.6675
30082,OUTSOLE,20.65833333
30083,OUTSOLE,20.65833333
13147,OUTSOLE,20.65166667
13148,OUTSOLE,20.65166667
5970,OUTSOLE,20.6475
5989,OUTSOLE,20.6475
13151,OUTSOLE,20.64611111
13000,OUTSOLE,20.64416667
14435,OUTSOLE,20.64111111
14436,OUTSOLE,20.64111111
14438,OUTSOLE,20.64111111
14441,OUTSOLE,20.64111111
14442,OUTSOLE,20.64111111
13149,OUTSOLE,20.64083333
6508,OUTSOLE,20.64055556
22344,OUTSOLE,20.64055556
14443,OUTSOLE,20.63194444
14445,OUTSOLE,20.63194444
37796,OUTSOLE,20.63111111
32678,OUTSOLE,20.62444444
12411,OUTSOLE,20.60916667
18739,OUTSOLE,20.60833333
2546,OUTSOLE,20.60083333
22144,OUTSOLE,20.59305556
22145,OUTSOLE,20.59305556
23632,OUTSOLE,20.58583333
5177,OUTSOLE,20.57805556
22345,OUTSOLE,20.57277778
5180,OUTSOLE,20.565
21742,OUTSOLE,20.55611111
6315,OUTSOLE,20.55305556
20288,OUTSOLE,20.54916667
20056,OUTSOLE,20.54277778
498,OUTSOLE,20.54222222
618,OUTSOLE,20.54055556
13118,OUTSOLE,20.53833333
13119,OUTSOLE,20.53833333
5400,OUTSOLE,20.53694444
12492,OUTSOLE,20.53694444
21498,OUTSOLE,20.53416667
18057,OUTSOLE,20.52416667
12491,OUTSOLE,20.52305556
16888,OUTSOLE,20.51555556
13140,OUTSOLE,20.50472222
24530,OUTSOLE,20.49111111
40393,OUTSOLE,20.48583333
40394,OUTSOLE,20.48583333
40395,OUTSOLE,20.48583333
13152,OUTSOLE,20.48138889
40387,OUTSOLE,20.46638889
40388,OUTSOLE,20.46638889
40389,OUTSOLE,20.46638889
40398,OUTSOLE,20.46638889
40399,OUTSOLE,20.46638889
16255,OUTSOLE,20.46
13161,OUTSOLE,20.455
18741,OUTSOLE,20.44638889
18157,OUTSOLE,20.44138889
18159,OUTSOLE,20.44138889
13139,OUTSOLE,20.43888889
13141,OUTSOLE,20.43888889
13142,OUTSOLE,20.43888889
