,RB090_COMPONENT,RB090_DATE_OUT-RB090_DATE_IN
3128,OUTSOLE,198.3761111
3130,OUTSOLE,198.3761111
25692,OUTSOLE,198.3727778
4096,OUTSOLE,198.3344444
4097,OUTSOLE,198.3344444
17802,OUTSOLE,198.2908333
17803,OUTSOLE,198.2908333
3140,OUTSOLE,198.2847222
3151,OUTSOLE,198.2705556
3155,OUTSOLE,198.2458333
43874,OUTSOLE,198.2391667
26144,OUTSOLE,198.2147222
2662,OUTSOLE,198.1688889
2663,OUTSOLE,198.1447222
2664,OUTSOLE,198.1447222
11521,OUTSOLE,198.1155556
20932,OUTSOLE,198.0544444
14501,OUTSOLE,197.9588889
28076,OUTSOLE,197.9361111
28077,OUTSOLE,197.9361111
24446,OUTSOLE,197.8788889
11281,OUTSOLE,197.8763889
30924,OUTSOLE,197.8636111
30893,OUTSOLE,197.8588889
33116,OUTSOLE,197.8533333
11611,OUTSOLE,197.8327778
18427,OUTSOLE,197.7727778
18424,OUTSOLE,197.7663889
39698,OUTSOLE,197.7225
43121,OUTSOLE,197.6983333
29631,OUTSOLE,197.6844444
5526,OUTSOLE,197.6733333
10654,OUTSOLE,197.6627778
34706,OUTSOLE,197.6513889
4028,OUTSOLE,197.6502778
34707,OUTSOLE,197.6447222
20967,OUTSOLE,197.6322222
35775,OUTSOLE,197.6269444
4035,OUTSOLE,197.6083333
4036,OUTSOLE,197.6083333
14550,OUTSOLE,197.6
14551,OUTSOLE,197.6
28413,OUTSOLE,197.5983333
22650,OUTSOLE,197.5358333
38300,OUTSOLE,197.4991667
38302,OUTSOLE,197.4991667
4232,OUTSOLE,197.4933333
2674,OUTSOLE,197.4619444
2677,OUTSOLE,197.4586111
25743,OUTSOLE,197.4497222
28801,OUTSOLE,197.4277778
28799,OUTSOLE,197.4166667
2830,OUTSOLE,197.3961111
2832,OUTSOLE,197.3961111
2834,OUTSOLE,197.3819444
14595,OUTSOLE,197.3563889
21505,OUTSOLE,197.3311111
685,OUTSOLE,197.3091667
2393,OUTSOLE,197.2908333
2749,OUTSOLE,197.2805556
20080,OUTSOLE,197.1875
43204,OUTSOLE,197.1727778
4077,OUTSOLE,197.1594444
34395,OUTSOLE,197.1530556
20966,OUTSOLE,197.1225
11350,OUTSOLE,197.0763889
16949,OUTSOLE,197
5612,OUTSOLE,196.9733333
28467,OUTSOLE,196.8577778
26275,OUTSOLE,196.8161111
26277,OUTSOLE,196.8125
2729,OUTSOLE,196.7933333
25483,OUTSOLE,196.7352778
28408,OUTSOLE,196.6791667
24318,OUTSOLE,196.645
43635,OUTSOLE,196.6375
33952,OUTSOLE,196.595
2757,OUTSOLE,196.5938889
28525,OUTSOLE,196.5927778
28526,OUTSOLE,196.5927778
28527,OUTSOLE,196.5927778
28528,OUTSOLE,196.5927778
28080,OUTSOLE,196.5144444
38502,OUTSOLE,196.4966667
25196,OUTSOLE,196.4833333
35370,OUTSOLE,196.4780556
35369,OUTSOLE,196.4575
12385,OUTSOLE,196.4561111
18715,OUTSOLE,196.4141667
18718,OUTSOLE,196.3980556
38528,OUTSOLE,196.375
21544,OUTSOLE,196.3625
30000,OUTSOLE,196.3588889
8419,OUTSOLE,196.3241667
25685,OUTSOLE,196.2905556
25686,OUTSOLE,196.2905556
33990,OUTSOLE,196.2869444
43702,OUTSOLE,196.2769444
4034,OUTSOLE,196.2483333
24129,OUTSOLE,196.2397222
21490,OUTSOLE,196.2355556
4112,OUTSOLE,196.1588889
11492,OUTSOLE,196.1486111
11493,OUTSOLE,196.1486111
30593,OUTSOLE,196.1280556
16973,OUTSOLE,196.0872222
28632,OUTSOLE,196.0613889
28634,OUTSOLE,196.0613889
40626,OUTSOLE,196.0380556
35474,OUTSOLE,196.0122222
12386,OUTSOLE,196.0008333
13847,OUTSOLE,195.9811111
18117,OUTSOLE,195.8875
19361,OUTSOLE,195.8819444
215,OUTSOLE,195.8541667
28645,OUTSOLE,195.8397222
40604,OUTSOLE,195.8133333
40605,OUTSOLE,195.8133333
40606,OUTSOLE,195.8133333
40607,OUTSOLE,195.8133333
10757,OUTSOLE,195.7488889
29342,OUTSOLE,195.6586111
29343,OUTSOLE,195.6586111
10560,OUTSOLE,195.6141667
12060,OUTSOLE,195.5963889
20991,OUTSOLE,195.5880556
33850,OUTSOLE,195.5797222
33851,OUTSOLE,195.5797222
33852,OUTSOLE,195.5797222
33853,OUTSOLE,195.5797222
33854,OUTSOLE,195.5797222
33855,OUTSOLE,195.5797222
33856,OUTSOLE,195.5797222
33857,OUTSOLE,195.5797222
33859,OUTSOLE,195.5797222
33860,OUTSOLE,195.5797222
32628,OUTSOLE,195.5569444
21241,OUTSOLE,195.5444444
20992,OUTSOLE,195.5405556
4080,OUTSOLE,195.5088889
28545,OUTSOLE,195.4894444
10790,OUTSOLE,195.4369444
10792,OUTSOLE,195.4369444
24924,OUTSOLE,195.4175
24925,OUTSOLE,195.4175
24926,OUTSOLE,195.4175
24919,OUTSOLE,195.4016667
35637,OUTSOLE,195.3405556
25849,OUTSOLE,195.2794444
32633,OUTSOLE,195.2733333
33065,OUTSOLE,195.2733333
25853,OUTSOLE,195.27
25854,OUTSOLE,195.265
25855,OUTSOLE,195.265
18865,OUTSOLE,195.245
25975,OUTSOLE,195.2230556
33066,OUTSOLE,195.205
24394,OUTSOLE,195.1363889
36715,OUTSOLE,195.1333333
18593,OUTSOLE,195.12
4160,OUTSOLE,195.1141667
24325,OUTSOLE,195.11
24326,OUTSOLE,195.11
36723,OUTSOLE,195.0955556
43722,OUTSOLE,195.0941667
34488,OUTSOLE,195.0702778
35123,OUTSOLE,195.0683333
7969,OUTSOLE,195.0672222
33742,OUTSOLE,195.0552778
4093,OUTSOLE,195.0241667
4095,OUTSOLE,195.0091667
32603,OUTSOLE,194.9936111
20310,OUTSOLE,194.9716667
24347,OUTSOLE,194.9636111
24367,OUTSOLE,194.9636111
28757,OUTSOLE,194.9188889
14607,OUTSOLE,194.8883333
26958,OUTSOLE,194.8408333
40818,OUTSOLE,194.8361111
40819,OUTSOLE,194.8361111
30812,OUTSOLE,194.7455556
34677,OUTSOLE,194.7119444
43857,OUTSOLE,194.7102778
43858,OUTSOLE,194.7102778
30018,OUTSOLE,194.7013889
14038,OUTSOLE,194.6566667
5548,OUTSOLE,194.6533333
4228,OUTSOLE,194.6380556
2858,OUTSOLE,194.6344444
13693,OUTSOLE,194.5497222
21576,OUTSOLE,194.5219444
34792,OUTSOLE,194.4908333
34793,OUTSOLE,194.4908333
34794,OUTSOLE,194.4908333
34796,OUTSOLE,194.4908333
34798,OUTSOLE,194.4908333
34799,OUTSOLE,194.4908333
34801,OUTSOLE,194.4908333
35202,OUTSOLE,194.4519444
39746,OUTSOLE,194.4241667
35616,OUTSOLE,194.3852778
35621,OUTSOLE,194.3852778
23875,OUTSOLE,194.3752778
30891,OUTSOLE,194.3702778
5638,OUTSOLE,194.2497222
8524,OUTSOLE,194.2302778
30744,OUTSOLE,194.2197222
25933,OUTSOLE,194.1875
25934,OUTSOLE,194.1875
2061,OUTSOLE,194.1769444
38931,OUTSOLE,194.1208333
38932,OUTSOLE,194.1208333
28804,OUTSOLE,194.12
28805,OUTSOLE,194.12
10649,OUTSOLE,194.1075
10650,OUTSOLE,194.1075
10652,OUTSOLE,194.0930556
17181,OUTSOLE,194.0886111
10657,OUTSOLE,194.0586111
10626,OUTSOLE,194.0569444
30143,OUTSOLE,194.0505556
41044,OUTSOLE,194.03
11632,OUTSOLE,194.0213889
20752,OUTSOLE,193.9466667
2105,OUTSOLE,193.9302778
3233,OUTSOLE,193.9227778
3236,OUTSOLE,193.9227778
3232,OUTSOLE,193.9091667
3234,OUTSOLE,193.8980556
17199,OUTSOLE,193.8972222
24821,OUTSOLE,193.8958333
35525,OUTSOLE,193.8561111
32862,OUTSOLE,193.8227778
32864,OUTSOLE,193.8030556
32863,OUTSOLE,193.7744444
35368,OUTSOLE,193.7736111
38769,OUTSOLE,193.7722222
24265,OUTSOLE,193.6952778
9390,OUTSOLE,193.6811111
8396,OUTSOLE,193.6583333
8397,OUTSOLE,193.6547222
32861,OUTSOLE,193.6194444
32581,OUTSOLE,193.6075
24298,OUTSOLE,193.5880556
24299,OUTSOLE,193.5880556
24257,OUTSOLE,193.5808333
24259,OUTSOLE,193.5808333
11075,OUTSOLE,193.5791667
24269,OUTSOLE,193.5691667
11076,OUTSOLE,193.5611111
24240,OUTSOLE,193.5416667
24241,OUTSOLE,193.5416667
9997,OUTSOLE,193.5233333
41838,OUTSOLE,193.5169444
13869,OUTSOLE,193.5147222
24305,OUTSOLE,193.5119444
11103,OUTSOLE,193.4180556
11108,OUTSOLE,193.4180556
41084,OUTSOLE,193.41
11104,OUTSOLE,193.4027778
11107,OUTSOLE,193.4027778
24395,OUTSOLE,193.3413889
26176,OUTSOLE,193.3388889
19844,OUTSOLE,193.2752778
32932,OUTSOLE,193.2555556
35595,OUTSOLE,193.1966667
32934,OUTSOLE,193.1872222
24373,OUTSOLE,193.1366667
30766,OUTSOLE,193.1197222
33247,OUTSOLE,193.0941667
23188,OUTSOLE,193.0194444
23189,OUTSOLE,193.0108333
18640,OUTSOLE,192.96
28362,OUTSOLE,192.9461111
10655,OUTSOLE,192.9275
40625,OUTSOLE,192.9208333
34669,OUTSOLE,192.8775
25047,OUTSOLE,192.8158333
31086,OUTSOLE,192.7836111
31469,OUTSOLE,192.7713889
26332,OUTSOLE,192.6952778
26341,OUTSOLE,192.6952778
26343,OUTSOLE,192.6952778
26344,OUTSOLE,192.6766667
34810,OUTSOLE,192.6497222
35874,OUTSOLE,192.6055556
4353,OUTSOLE,192.6025
10695,OUTSOLE,192.5227778
10741,OUTSOLE,192.5227778
10742,OUTSOLE,192.5227778
11494,OUTSOLE,192.4811111
35658,OUTSOLE,192.4227778
13804,OUTSOLE,192.3997222
420,OUTSOLE,192.3972222
3370,OUTSOLE,192.3930556
3372,OUTSOLE,192.3819444
3371,OUTSOLE,192.3652778
2611,OUTSOLE,192.3313889
2612,OUTSOLE,192.3313889
2613,OUTSOLE,192.2836111
2614,OUTSOLE,192.2836111
38501,OUTSOLE,192.2719444
25089,OUTSOLE,192.2180556
25240,OUTSOLE,192.1858333
38527,OUTSOLE,192.1502778
10751,OUTSOLE,192.1447222
10754,OUTSOLE,192.1447222
35905,OUTSOLE,192.0252778
38549,OUTSOLE,192.0211111
35911,OUTSOLE,191.9997222
13956,OUTSOLE,191.9622222
10797,OUTSOLE,191.8730556
42651,OUTSOLE,191.8683333
25195,OUTSOLE,191.7911111
10685,OUTSOLE,191.6794444
37787,OUTSOLE,191.6705556
11531,OUTSOLE,191.6638889
8507,OUTSOLE,191.6488889
26912,OUTSOLE,191.455
40917,OUTSOLE,191.445
24437,OUTSOLE,191.4033333
15850,OUTSOLE,191.3988889
26738,OUTSOLE,191.3719444
26739,OUTSOLE,191.3719444
26740,OUTSOLE,191.3719444
25299,OUTSOLE,191.3230556
25300,OUTSOLE,191.3230556
25305,OUTSOLE,191.3105556
26775,OUTSOLE,191.2186111
26777,OUTSOLE,191.2186111
26778,OUTSOLE,191.2138889
26779,OUTSOLE,191.2138889
26780,OUTSOLE,191.2138889
26781,OUTSOLE,191.2138889
30647,OUTSOLE,191.1927778
37846,OUTSOLE,191.1563889
43665,OUTSOLE,191.1061111
2536,OUTSOLE,191.0969444
43724,OUTSOLE,191.0838889
43725,OUTSOLE,191.0838889
10748,OUTSOLE,191.0683333
35363,OUTSOLE,190.9216667
38190,OUTSOLE,190.9216667
35365,OUTSOLE,190.9188889
25150,OUTSOLE,190.8705556
25151,OUTSOLE,190.8705556
25152,OUTSOLE,190.8669444
35687,OUTSOLE,190.8555556
24252,OUTSOLE,190.8544444
24253,OUTSOLE,190.8544444
24254,OUTSOLE,190.8544444
35681,OUTSOLE,190.8513889
25137,OUTSOLE,190.8461111
25138,OUTSOLE,190.8461111
17503,OUTSOLE,190.8452778
26911,OUTSOLE,190.8219444
26913,OUTSOLE,190.7794444
10775,OUTSOLE,190.7552778
13922,OUTSOLE,190.7505556
10914,OUTSOLE,190.7402778
29237,OUTSOLE,190.74
10912,OUTSOLE,190.7313889
10907,OUTSOLE,190.7261111
10908,OUTSOLE,190.7177778
24284,OUTSOLE,190.6972222
8663,OUTSOLE,190.6744444
18422,OUTSOLE,190.5866667
43771,OUTSOLE,190.5261111
23605,OUTSOLE,190.5072222
38407,OUTSOLE,190.5030556
11770,OUTSOLE,190.4883333
567,OUTSOLE,190.4511111
35602,OUTSOLE,190.4497222
2739,OUTSOLE,190.4013889
10960,OUTSOLE,190.36
39799,OUTSOLE,190.3347222
31217,OUTSOLE,190.2827778
11054,OUTSOLE,190.2741667
40817,OUTSOLE,190.2725
43097,OUTSOLE,190.2605556
43098,OUTSOLE,190.2605556
7884,OUTSOLE,190.2469444
7883,OUTSOLE,190.2416667
7886,OUTSOLE,190.2302778
41324,OUTSOLE,190.2155556
7888,OUTSOLE,190.2138889
7889,OUTSOLE,190.2138889
7897,OUTSOLE,190.1947222
11929,OUTSOLE,190.1338889
17205,OUTSOLE,189.9791667
17223,OUTSOLE,189.9791667
15785,OUTSOLE,189.9602778
15786,OUTSOLE,189.9602778
15787,OUTSOLE,189.9602778
17215,OUTSOLE,189.8927778
17216,OUTSOLE,189.8927778
7909,OUTSOLE,189.8555556
11102,OUTSOLE,189.8363889
11105,OUTSOLE,189.8363889
24494,OUTSOLE,189.8266667
42562,OUTSOLE,189.8244444
11101,OUTSOLE,189.8138889
7930,OUTSOLE,189.7586111
12085,OUTSOLE,189.7583333
25910,OUTSOLE,189.755
38454,OUTSOLE,189.7458333
30016,OUTSOLE,189.7322222
654,OUTSOLE,189.6875
649,OUTSOLE,189.6772222
10903,OUTSOLE,189.6766667
15516,OUTSOLE,189.6761111
24486,OUTSOLE,189.6625
24487,OUTSOLE,189.6625
24488,OUTSOLE,189.6625
30788,OUTSOLE,189.6527778
10902,OUTSOLE,189.6341667
15866,OUTSOLE,189.5844444
11805,OUTSOLE,189.5536111
17245,OUTSOLE,189.5086111
39770,OUTSOLE,189.4916667
25655,OUTSOLE,189.4730556
25658,OUTSOLE,189.4730556
2356,OUTSOLE,189.4105556
2357,OUTSOLE,189.4105556
2652,OUTSOLE,189.4005556
8413,OUTSOLE,189.3605556
17504,OUTSOLE,189.3563889
29273,OUTSOLE,189.3466667
29274,OUTSOLE,189.3313889
11850,OUTSOLE,189.3155556
29268,OUTSOLE,189.3152778
29270,OUTSOLE,189.315
31462,OUTSOLE,189.2827778
31466,OUTSOLE,189.2827778
10961,OUTSOLE,189.2730556
10962,OUTSOLE,189.2580556
32451,OUTSOLE,189.2444444
32529,OUTSOLE,189.2416667
702,OUTSOLE,189.2363889
703,OUTSOLE,189.2363889
704,OUTSOLE,189.2363889
11640,OUTSOLE,189.2152778
12098,OUTSOLE,189.1952778
10963,OUTSOLE,189.185
10964,OUTSOLE,189.1425
11869,OUTSOLE,189.135
29272,OUTSOLE,189.1313889
29275,OUTSOLE,189.1277778
11960,OUTSOLE,189.0977778
43634,OUTSOLE,189.0836111
32420,OUTSOLE,189.0694444
29267,OUTSOLE,189.0580556
26044,OUTSOLE,189.0552778
9771,OUTSOLE,189.0263889
8712,OUTSOLE,189.0044444
732,OUTSOLE,188.9991667
43856,OUTSOLE,188.9944444
43864,OUTSOLE,188.9944444
731,OUTSOLE,188.9891667
11180,OUTSOLE,188.9811111
24974,OUTSOLE,188.9788889
10684,OUTSOLE,188.96
11064,OUTSOLE,188.9305556
11065,OUTSOLE,188.9305556
10687,OUTSOLE,188.9208333
32469,OUTSOLE,188.8925
35487,OUTSOLE,188.8788889
35488,OUTSOLE,188.8788889
41083,OUTSOLE,188.8463889
41088,OUTSOLE,188.8463889
25189,OUTSOLE,188.7363889
11109,OUTSOLE,188.7269444
28614,OUTSOLE,188.7252778
29288,OUTSOLE,188.6975
38371,OUTSOLE,188.6502778
38372,OUTSOLE,188.6502778
26175,OUTSOLE,188.6441667
27267,OUTSOLE,188.6202778
39011,OUTSOLE,188.6030556
35940,OUTSOLE,188.5530556
35932,OUTSOLE,188.5488889
35933,OUTSOLE,188.5488889
35934,OUTSOLE,188.5488889
39865,OUTSOLE,188.5391667
35706,OUTSOLE,188.5202778
39946,OUTSOLE,188.49
29264,OUTSOLE,188.4683333
42441,OUTSOLE,188.4583333
11208,OUTSOLE,188.3797222
11209,OUTSOLE,188.3627778
10745,OUTSOLE,188.3488889
32457,OUTSOLE,188.3086111
29291,OUTSOLE,188.2988889
39887,OUTSOLE,188.2944444
38040,OUTSOLE,188.2588889
11233,OUTSOLE,188.2397222
11234,OUTSOLE,188.2397222
41361,OUTSOLE,188.2316667
29269,OUTSOLE,188.1780556
26010,OUTSOLE,188.1547222
26011,OUTSOLE,188.1547222
29271,OUTSOLE,188.1269444
29276,OUTSOLE,188.1188889
8440,OUTSOLE,188.1105556
29265,OUTSOLE,188.0938889
31382,OUTSOLE,188.0763889
29266,OUTSOLE,188.0630556
11822,OUTSOLE,188.0411111
10772,OUTSOLE,188.0327778
25778,OUTSOLE,187.9283333
34396,OUTSOLE,187.9108333
34397,OUTSOLE,187.9108333
29292,OUTSOLE,187.8941667
29295,OUTSOLE,187.8941667
29296,OUTSOLE,187.8941667
33110,OUTSOLE,187.8525
33117,OUTSOLE,187.8194444
34425,OUTSOLE,187.8113889
34426,OUTSOLE,187.8113889
34428,OUTSOLE,187.8113889
34429,OUTSOLE,187.8113889
34431,OUTSOLE,187.8113889
30709,OUTSOLE,187.7880556
29367,OUTSOLE,187.7813889
29368,OUTSOLE,187.7775
2932,OUTSOLE,187.7633333
5641,OUTSOLE,187.7530556
583,OUTSOLE,187.7475
29370,OUTSOLE,187.7466667
29371,OUTSOLE,187.7405556
11870,OUTSOLE,187.7238889
11966,OUTSOLE,187.6922222
30889,OUTSOLE,187.6677778
30890,OUTSOLE,187.6677778
17539,OUTSOLE,187.6394444
35605,OUTSOLE,187.6366667
42959,OUTSOLE,187.6225
35604,OUTSOLE,187.6191667
40074,OUTSOLE,187.6177778
35611,OUTSOLE,187.6125
39932,OUTSOLE,187.5952778
24880,OUTSOLE,187.5744444
29357,OUTSOLE,187.5630556
29366,OUTSOLE,187.5588889
8697,OUTSOLE,187.5563889
33194,OUTSOLE,187.5483333
29425,OUTSOLE,187.5294444
29364,OUTSOLE,187.5011111
38092,OUTSOLE,187.5011111
36700,OUTSOLE,187.475
27069,OUTSOLE,187.4738889
29431,OUTSOLE,187.4263889
29432,OUTSOLE,187.415
29430,OUTSOLE,187.4119444
25296,OUTSOLE,187.4111111
29426,OUTSOLE,187.3955556
8371,OUTSOLE,187.3716667
8372,OUTSOLE,187.3716667
8373,OUTSOLE,187.3716667
5756,OUTSOLE,187.3522222
28349,OUTSOLE,187.3505556
28350,OUTSOLE,187.3505556
24340,OUTSOLE,187.2783333
32811,OUTSOLE,187.2691667
25867,OUTSOLE,187.2569444
16093,OUTSOLE,187.2136111
16805,OUTSOLE,187.1891667
13898,OUTSOLE,187.1841667
35943,OUTSOLE,187.1427778
35944,OUTSOLE,187.1427778
8520,OUTSOLE,187.1411111
29427,OUTSOLE,187.1352778
36076,OUTSOLE,187.1205556
36083,OUTSOLE,187.1205556
31290,OUTSOLE,187.1197222
31292,OUTSOLE,187.1197222
36075,OUTSOLE,187.1186111
36084,OUTSOLE,187.1186111
36405,OUTSOLE,187.1113889
15319,OUTSOLE,187.0663889
24322,OUTSOLE,187.0247222
24327,OUTSOLE,187.0247222
28375,OUTSOLE,187.0208333
28376,OUTSOLE,187.02
28377,OUTSOLE,187.0172222
28379,OUTSOLE,187.0138889
28378,OUTSOLE,187.0063889
28380,OUTSOLE,187.0036111
684,OUTSOLE,187
26178,OUTSOLE,186.9991667
26183,OUTSOLE,186.9991667
5648,OUTSOLE,186.9972222
28385,OUTSOLE,186.9963889
31637,OUTSOLE,186.9505556
25063,OUTSOLE,186.9361111
40004,OUTSOLE,186.9283333
9962,OUTSOLE,186.9163889
10901,OUTSOLE,186.9116667
2710,OUTSOLE,186.8877778
36562,OUTSOLE,186.875
29417,OUTSOLE,186.8677778
29423,OUTSOLE,186.8530556
14460,OUTSOLE,186.8369444
31009,OUTSOLE,186.8322222
25893,OUTSOLE,186.8305556
2204,OUTSOLE,186.8269444
40021,OUTSOLE,186.8016667
40027,OUTSOLE,186.8016667
9790,OUTSOLE,186.7644444
15995,OUTSOLE,186.7625
3459,OUTSOLE,186.76
15993,OUTSOLE,186.7466667
10644,OUTSOLE,186.7405556
27900,OUTSOLE,186.7366667
33431,OUTSOLE,186.7147222
10941,OUTSOLE,186.6880556
40056,OUTSOLE,186.6702778
23399,OUTSOLE,186.6477778
29365,OUTSOLE,186.625
14471,OUTSOLE,186.605
14472,OUTSOLE,186.605
14473,OUTSOLE,186.605
14474,OUTSOLE,186.605
14476,OUTSOLE,186.605
23398,OUTSOLE,186.5930556
31058,OUTSOLE,186.5913889
16817,OUTSOLE,186.5655556
30723,OUTSOLE,186.5608333
30726,OUTSOLE,186.5608333
31698,OUTSOLE,186.5555556
31700,OUTSOLE,186.5555556
31707,OUTSOLE,186.5508333
15935,OUTSOLE,186.5472222
8588,OUTSOLE,186.5433333
15939,OUTSOLE,186.5263889
15940,OUTSOLE,186.5263889
37668,OUTSOLE,186.5177778
29369,OUTSOLE,186.5175
40087,OUTSOLE,186.4916667
40089,OUTSOLE,186.4916667
16475,OUTSOLE,186.4216667
34574,OUTSOLE,186.4197222
29372,OUTSOLE,186.4166667
14317,OUTSOLE,186.4075
34573,OUTSOLE,186.4041667
34575,OUTSOLE,186.4041667
23456,OUTSOLE,186.4030556
17515,OUTSOLE,186.3905556
29389,OUTSOLE,186.3752778
29390,OUTSOLE,186.3719444
27089,OUTSOLE,186.3705556
29418,OUTSOLE,186.3633333
40414,OUTSOLE,186.3311111
29388,OUTSOLE,186.2891667
36240,OUTSOLE,186.2780556
36295,OUTSOLE,186.2780556
36293,OUTSOLE,186.2719444
36294,OUTSOLE,186.2719444
29419,OUTSOLE,186.2686111
773,OUTSOLE,186.2419444
30780,OUTSOLE,186.1641667
3547,OUTSOLE,186.1330556
11072,OUTSOLE,186.1325
17557,OUTSOLE,186.0658333
17560,OUTSOLE,186.0641667
7221,OUTSOLE,186.0563889
38783,OUTSOLE,186.0430556
38784,OUTSOLE,186.0430556
24089,OUTSOLE,185.9941667
11768,OUTSOLE,185.9911111
11769,OUTSOLE,185.9911111
29453,OUTSOLE,185.9911111
28354,OUTSOLE,185.9788889
21047,OUTSOLE,185.9275
28246,OUTSOLE,185.9058333
25103,OUTSOLE,185.8986111
42549,OUTSOLE,185.8105556
14526,OUTSOLE,185.8094444
37831,OUTSOLE,185.785
42550,OUTSOLE,185.7847222
24091,OUTSOLE,185.7705556
24883,OUTSOLE,185.7688889
24090,OUTSOLE,185.7666667
36566,OUTSOLE,185.7608333
29428,OUTSOLE,185.7586111
25617,OUTSOLE,185.7527778
28373,OUTSOLE,185.7497222
16784,OUTSOLE,185.7463889
26148,OUTSOLE,185.7261111
16610,OUTSOLE,185.7225
25349,OUTSOLE,185.6658333
16798,OUTSOLE,185.6636111
16799,OUTSOLE,185.6636111
38853,OUTSOLE,185.6447222
8376,OUTSOLE,185.6263889
8380,OUTSOLE,185.6263889
11215,OUTSOLE,185.6102778
8381,OUTSOLE,185.6011111
26162,OUTSOLE,185.5947222
15503,OUTSOLE,185.5936111
11214,OUTSOLE,185.59
8377,OUTSOLE,185.5844444
8378,OUTSOLE,185.5844444
8379,OUTSOLE,185.5844444
36085,OUTSOLE,185.5313889
36086,OUTSOLE,185.5313889
11232,OUTSOLE,185.5063889
24121,OUTSOLE,185.4969444
42476,OUTSOLE,185.4775
38885,OUTSOLE,185.4613889
36165,OUTSOLE,185.45
26157,OUTSOLE,185.44
26153,OUTSOLE,185.4305556
26154,OUTSOLE,185.4305556
36237,OUTSOLE,185.4122222
36750,OUTSOLE,185.3961111
28357,OUTSOLE,185.3605556
36236,OUTSOLE,185.3597222
4060,OUTSOLE,185.3547222
4061,OUTSOLE,185.3547222
25078,OUTSOLE,185.3258333
35661,OUTSOLE,185.3252778
25079,OUTSOLE,185.3205556
39000,OUTSOLE,185.3169444
24122,OUTSOLE,185.2105556
3721,OUTSOLE,185.2044444
4286,OUTSOLE,185.1836111
8382,OUTSOLE,185.1530556
29287,OUTSOLE,185.1383333
29293,OUTSOLE,185.1383333
28984,OUTSOLE,185.1236111
25603,OUTSOLE,185.1147222
39046,OUTSOLE,185.1141667
39049,OUTSOLE,185.1141667
39050,OUTSOLE,185.1141667
36155,OUTSOLE,185.1088889
29047,OUTSOLE,185.1030556
23471,OUTSOLE,185.0786111
38943,OUTSOLE,185.0622222
26316,OUTSOLE,185.0447222
26317,OUTSOLE,185.0447222
26318,OUTSOLE,185.0447222
15814,OUTSOLE,185.0163889
36180,OUTSOLE,185.0080556
3786,OUTSOLE,184.9816667
25638,OUTSOLE,184.9127778
23411,OUTSOLE,184.8941667
42576,OUTSOLE,184.8688889
4240,OUTSOLE,184.8386111
8388,OUTSOLE,184.8102778
8389,OUTSOLE,184.8102778
4932,OUTSOLE,184.7891667
4933,OUTSOLE,184.7891667
29569,OUTSOLE,184.7841667
36377,OUTSOLE,184.7636111
32779,OUTSOLE,184.7302778
38126,OUTSOLE,184.7244444
38127,OUTSOLE,184.7244444
38128,OUTSOLE,184.7244444
16958,OUTSOLE,184.6855556
36382,OUTSOLE,184.6391667
42644,OUTSOLE,184.6388889
36767,OUTSOLE,184.6302778
43806,OUTSOLE,184.5916667
36779,OUTSOLE,184.5808333
10068,OUTSOLE,184.5777778
28359,OUTSOLE,184.5686111
31936,OUTSOLE,184.5397222
33249,OUTSOLE,184.5333333
6364,OUTSOLE,184.4983333
10767,OUTSOLE,184.4875
23889,OUTSOLE,184.4855556
28291,OUTSOLE,184.4433333
31939,OUTSOLE,184.3288889
36810,OUTSOLE,184.3166667
8732,OUTSOLE,184.3094444
42504,OUTSOLE,184.2852778
31937,OUTSOLE,184.2738889
31938,OUTSOLE,184.2713889
5125,OUTSOLE,184.2691667
5126,OUTSOLE,184.2691667
10079,OUTSOLE,184.2630556
37075,OUTSOLE,184.2558333
38456,OUTSOLE,184.2538889
4255,OUTSOLE,184.2105556
21781,OUTSOLE,184.1966667
21783,OUTSOLE,184.1822222
21786,OUTSOLE,184.1822222
21787,OUTSOLE,184.1822222
10525,OUTSOLE,184.1044444
5959,OUTSOLE,184.065
32087,OUTSOLE,184.0505556
6339,OUTSOLE,183.9911111
38132,OUTSOLE,183.9327778
25120,OUTSOLE,183.9219444
25121,OUTSOLE,183.9219444
38184,OUTSOLE,183.8905556
23943,OUTSOLE,183.8872222
38185,OUTSOLE,183.8866667
17043,OUTSOLE,183.8861111
38186,OUTSOLE,183.8827778
39699,OUTSOLE,183.7341667
39700,OUTSOLE,183.7341667
29420,OUTSOLE,183.6980556
29421,OUTSOLE,183.6980556
10675,OUTSOLE,183.6680556
38889,OUTSOLE,183.5969444
29429,OUTSOLE,183.5958333
33790,OUTSOLE,183.5930556
33794,OUTSOLE,183.5802778
41665,OUTSOLE,183.5705556
31940,OUTSOLE,183.4816667
43408,OUTSOLE,183.47
36928,OUTSOLE,183.4144444
25723,OUTSOLE,183.3813889
43123,OUTSOLE,183.3466667
43125,OUTSOLE,183.3466667
43127,OUTSOLE,183.3466667
43131,OUTSOLE,183.3466667
43134,OUTSOLE,183.3466667
24793,OUTSOLE,183.3272222
41708,OUTSOLE,183.3011111
9752,OUTSOLE,183.2452778
9753,OUTSOLE,183.2452778
21794,OUTSOLE,183.2372222
21800,OUTSOLE,183.2288889
38150,OUTSOLE,183.2108333
28358,OUTSOLE,183.1977778
28360,OUTSOLE,183.1977778
26373,OUTSOLE,183.1622222
